sample,study,ACLY,ACSS2,ACACA,SCD,FASN,ACSL1,HMGCS1,HMGCR,MVK,PMVK,sample_type,primary disease or tissue,OS,OS.time
GTEX-YEC4-1126-SM-5CVLW,GTEX,11.9867,11.0452,12.2715,10.6929,12.4088,11.5404,10.6576,10.0539,9.3268,10.2019,Normal Tissue,Esophagus - Muscularis,,
GTEX-PWN1-0006-SM-5SI7T,GTEX,11.9864,11.2385,9.0923,8.2085,9.6743,17.9299,9.6208,11.8015,7.9303,8.7957,Normal Tissue,Whole Blood,,
GTEX-OHPM-2126-SM-3LK75,GTEX,11.9863,11.1275,12.169,12.6382,12.3546,12.1928,10.9085,11.5054,11.527,10.3179,Normal Tissue,Testis,,
GTEX-ZVZO-0426-SM-5HL4Z,GTEX,11.9862,10.7813,10.9018,9.5745,11.4063,11.523,9.9034,9.2389,8.4081,9.5721,Normal Tissue,Artery - Tibial,,
GTEX-QLQ7-1126-SM-4R1KN,GTEX,11.9862,10.5071,11.2855,12.6057,13.2926,12.5305,10.1098,9.7558,9.0359,10.1359,Normal Tissue,Colon - Transverse,,
GTEX-WYJK-0526-SM-3NM8Z,GTEX,11.9861,11.9679,11.6795,13.2046,15.1564,13.7492,13.6387,12.5787,11.1086,10.8562,Normal Tissue,Skin - Not Sun Exposed (Suprapubic),,
GTEX-131XG-1026-SM-5GCMX,GTEX,11.9858,11.3368,12.0809,13.9845,13.9854,12.0479,13.8809,12.7364,11.598,10.6504,Normal Tissue,Esophagus - Mucosa,,
GTEX-WHSE-0826-SM-4SOJU,GTEX,11.9857,10.9626,10.6713,12.6266,12.9568,11.9504,10.4291,9.4581,8.0551,10.2957,Normal Tissue,Heart - Atrial Appendage,,
GTEX-13FTW-2626-SM-5K7WL,GTEX,11.9852,12.0699,11.4109,11.4582,14.4809,13.3099,12.3409,12.6594,11.8959,11.3596,Normal Tissue,Skin - Sun Exposed (Lower Leg),,
GTEX-139TT-2226-SM-5LZWO,GTEX,11.9852,10.9261,11.9293,12.8294,12.2277,12.117,11.2851,11.5286,11.3323,10.3079,Normal Tissue,Testis,,
GTEX-RN64-0126-SM-2TC68,GTEX,11.9852,10.8812,11.0283,11.8782,13.2152,12.8284,11.8827,11.9725,10.1966,10.9546,Normal Tissue,Skin - Sun Exposed (Lower Leg),,
GTEX-P4PP-3026-SM-3P61O,GTEX,11.9849,11.9256,10.6692,14.9892,15.648,13.8572,10.2211,9.5752,8.6482,9.9223,Normal Tissue,Artery - Coronary,,
GTEX-REY6-1126-SM-48FDU,GTEX,11.9845,11.6418,10.7703,11.5277,13.6411,12.5615,10.1309,9.5028,8.6428,9.8224,Normal Tissue,Artery - Aorta,,
GTEX-WHWD-1026-SM-4OORZ,GTEX,11.9843,10.7267,11.9973,10.4755,12.6784,11.2226,10.2717,9.7069,9.1592,10.4847,Normal Tissue,Esophagus - Muscularis,,
GTEX-S95S-1126-SM-4B64E,GTEX,11.9842,11.2829,12.1318,12.3953,12.3005,12.4468,10.8687,11.0687,11.6922,10.7013,Normal Tissue,Testis,,
GTEX-ZVT4-1326-SM-5NQ8E,GTEX,11.9841,10.8828,10.9256,10.4207,13.2191,13.2304,9.483,9.0683,7.7838,9.7482,Normal Tissue,Heart - Atrial Appendage,,
GTEX-Y111-2026-SM-4SOJA,GTEX,11.984,11.0919,11.6117,14.1913,14.3675,11.7117,10.6914,9.9988,9.4321,9.7567,Normal Tissue,Breast - Mammary Tissue,,
GTEX-146FR-1826-SM-5QGPF,GTEX,11.9836,12.2974,11.2598,15.6351,16.6876,15.455,10.1652,9.2774,8.6458,9.9753,Normal Tissue,Adipose - Subcutaneous,,
GTEX-11P82-0726-SM-5PNYL,GTEX,11.9835,10.741,11.3481,10.1666,12.1088,12.5305,10.4129,9.6515,8.3717,10.289,Normal Tissue,Stomach,,
GTEX-11EQ9-1526-SM-5PNY7,GTEX,11.9832,11.3746,11.2958,11.2695,12.4798,11.3649,10.7593,10.2093,9.0388,10.155,Normal Tissue,Colon - Sigmoid,,
GTEX-111VG-2326-SM-5N9BK,GTEX,11.9831,11.6191,9.9421,15.6394,14.0859,13.7136,11.1979,10.5862,9.3924,9.9058,Normal Tissue,Adipose - Subcutaneous,,
GTEX-QDT8-0011-R9A-SM-5SI8J,GTEX,11.9831,10.8502,11.7919,17.52,12.6674,13.0163,12.3203,11.3414,10.8451,10.6856,Normal Tissue,Brain - Spinal Cord (Cervical C-1),,
GTEX-WHSE-0011-R4A-SM-3P5ZN,GTEX,11.9831,10.5859,11.9884,16.1981,13.7771,11.571,12.4109,11.0734,9.4645,11.1468,Normal Tissue,Brain - Amygdala,,
GTEX-13OW6-0826-SM-5L3GA,GTEX,11.9828,11.4675,11.572,13.7887,14.5739,13.4829,12.0501,10.9789,8.7321,9.4624,Normal Tissue,Lung,,
GTEX-X3Y1-2626-SM-4PQZI,GTEX,11.9827,10.9539,11.8744,12.6598,12.3521,12.2768,11.0895,11.0116,11.383,10.1642,Normal Tissue,Testis,,
GTEX-13OW8-0011-R8a-SM-5L3G5,GTEX,11.9825,10.1781,11.3771,15.8146,13.1282,10.6568,12.3301,11.1849,10.2533,11.1058,Normal Tissue,Brain - Hypothalamus,,
GTEX-O5YW-1526-SM-3MJGL,GTEX,11.9823,11.9186,10.9529,10.7875,13.6233,11.7947,12.1256,11.0029,9.644,10.3339,Normal Tissue,Stomach,,
GTEX-ZVP2-0326-SM-57WBP,GTEX,11.9816,11.9777,11.3889,10.8678,14.5829,13.4498,12.5848,12.7322,11.4926,10.8331,Normal Tissue,Skin - Not Sun Exposed (Suprapubic),,
GTEX-13PVR-0426-SM-5RQK2,GTEX,11.9815,12.1895,11.5157,11.5517,15.9228,14.8843,13.6384,13.2054,11.0433,11.67,Normal Tissue,Skin - Not Sun Exposed (Suprapubic),,
GTEX-YF7O-2226-SM-5CVN8,GTEX,11.9815,10.7967,11.0911,11.8356,13.3214,13.8636,11.6002,10.3232,9.0716,9.9904,Normal Tissue,Minor Salivary Gland,,
GTEX-139TS-1726-SM-5IJG5,GTEX,11.9814,10.9385,11.9974,12.5207,11.7007,12.6979,10.6291,10.9643,11.5389,10.2374,Normal Tissue,Testis,,
GTEX-X4XY-0826-SM-4E3JM,GTEX,11.9813,10.6386,10.6497,11.6209,12.7026,11.5467,11.2188,10.8057,10.8722,10.3919,Normal Tissue,Thyroid,,
GTEX-XYKS-0926-SM-4BRVG,GTEX,11.9809,11.897,12.0359,15.114,13.1447,12.2082,11.9002,12.4362,10.6415,10.563,Normal Tissue,Adrenal Gland,,
GTEX-ZDTS-0926-SM-4WAXG,GTEX,11.9808,10.3245,10.5198,8.8633,11.7794,11.1246,9.8896,9.6052,9.5359,10.1245,Normal Tissue,Thyroid,,
GTEX-12WSC-1726-SM-5GCN3,GTEX,11.9806,11.5432,10.7049,16.2969,14.0059,13.5227,10.5327,9.5071,8.688,10.2942,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-12WSJ-1226-SM-5LU91,GTEX,11.9805,10.7594,11.6921,14.5251,13.2377,10.5298,12.1792,11.317,11.0049,10.2252,Normal Tissue,Ovary,,
GTEX-13OW6-2726-SM-5J2OE,GTEX,11.9803,11.2811,11.42,11.2525,14.2,13.401,13.6246,13.0788,11.0553,11.2463,Normal Tissue,Skin - Not Sun Exposed (Suprapubic),,
GTEX-WH7G-2626-SM-3NMBE,GTEX,11.9801,11.2563,10.4182,12.8767,12.3367,12.5283,10.1305,10.1996,9.5625,10.2409,Normal Tissue,Nerve - Tibial,,
GTEX-ZF29-1026-SM-4WKGC,GTEX,11.9795,12.3268,11.2711,13.4317,14.2848,13.36,12.5023,11.5842,9.8273,9.8088,Normal Tissue,Lung,,
GTEX-ZUA1-1526-SM-59HLS,GTEX,11.9793,12.253,10.2853,13.2882,14.2542,13.4525,10.5288,9.3446,8.9112,10.0276,Normal Tissue,Breast - Mammary Tissue,,
GTEX-11WQK-0011-R11a-SM-5BC6W,GTEX,11.9792,10.411,11.3311,12.9089,13.4894,11.1272,11.453,11.3047,8.7097,9.5368,Normal Tissue,Brain - Cerebellar Hemisphere,,
GTEX-S341-0226-SM-5S2VG,GTEX,11.9791,10.6466,10.9099,11.4799,13.245,12.2349,11.149,10.7924,10.3218,10.3709,Normal Tissue,Thyroid,,
GTEX-1122O-1126-SM-5NQ8X,GTEX,11.979,10.7945,10.0135,9.4634,11.6772,11.4604,10.1951,9.355,8.2149,9.9426,Normal Tissue,Artery - Aorta,,
GTEX-WOFL-0726-SM-3MJG4,GTEX,11.978,10.9126,10.688,10.2598,12.4702,12.4885,11.2665,10.3273,10.1572,9.7434,Normal Tissue,Thyroid,,
GTEX-Z9EW-0926-SM-5CVMM,GTEX,11.9779,12.0424,10.5602,11.9056,12.3171,11.076,11.3589,10.9668,9.0008,9.9523,Normal Tissue,Small Intestine - Terminal Ileum,,
GTEX-N7MS-0126-SM-3TW8O,GTEX,11.9775,11.234,12.5907,12.7983,12.3896,12.8157,10.9381,11.2875,12.1191,10.7215,Normal Tissue,Testis,,
GTEX-11EI6-0626-SM-5985T,GTEX,11.9774,11.0091,10.7688,11.7606,13.6464,11.5313,11.1153,9.9672,8.7474,10.0151,Normal Tissue,Breast - Mammary Tissue,,
GTEX-WHSB-0226-SM-4M1XE,GTEX,11.9773,11.0605,10.2975,12.4623,12.8878,12.8341,9.6576,9.2211,8.3145,9.7736,Normal Tissue,Artery - Aorta,,
GTEX-13CZU-0005-SM-5LU8K,GTEX,11.977,11.2964,8.6875,8.6946,9.2619,17.5569,9.0304,11.7893,7.5123,9.238,Normal Tissue,Whole Blood,,
GTEX-P4PQ-0526-SM-2HMKR,GTEX,11.9769,12.3686,11.7831,13.5066,14.7467,13.7026,11.87,11.2813,10.1044,10.4036,Normal Tissue,Lung,,
GTEX-12ZZY-0426-SM-5LZW3,GTEX,11.9769,11.2828,11.0276,14.6614,13.3108,12.6191,10.7029,9.921,9.2654,10.3339,Normal Tissue,Nerve - Tibial,,
GTEX-PX3G-0426-SM-48U1C,GTEX,11.9768,11.4749,10.5948,9.3096,11.4063,11.7899,9.9141,9.2197,8.8225,10.0585,Normal Tissue,Artery - Aorta,,
GTEX-13O1R-0826-SM-5J2MB,GTEX,11.9765,9.9371,10.7445,10.1361,13.1325,12.1607,10.5513,10.2536,10.2234,9.4166,Normal Tissue,Thyroid,,
GTEX-13CF3-1926-SM-5K7WF,GTEX,11.9764,12.7016,10.24,11.0724,14.4093,11.6381,12.1812,11.6005,9.8191,10.4785,Normal Tissue,Stomach,,
GTEX-NPJ8-1726-SM-2YUNB,GTEX,11.9764,10.5161,11.1515,12.1833,13.0993,12.7673,9.3286,9.5671,8.8824,10.5235,Normal Tissue,Nerve - Tibial,,
GTEX-13U4I-0926-SM-5LU5A,GTEX,11.976,10.6053,10.5435,11.9127,11.8096,11.6466,11.2764,10.422,9.0209,10.2173,Normal Tissue,Artery - Coronary,,
GTEX-S32W-0826-SM-4AD5Z,GTEX,11.9757,10.6543,9.9513,9.2474,11.6605,11.0612,10.4618,9.9322,9.3616,10.2484,Normal Tissue,Pancreas,,
GTEX-13N1W-0726-SM-5MR57,GTEX,11.9756,12.103,11.6995,13.7721,15.1859,12.9386,12.7117,11.9791,9.6765,9.1941,Normal Tissue,Lung,,
GTEX-11EM3-0226-SM-5985Y,GTEX,11.9752,11.2684,10.7304,9.2969,11.5404,12.2467,9.6684,9.1447,8.1904,10.2599,Normal Tissue,Artery - Aorta,,
GTEX-13CF2-0006-SM-5O99L,GTEX,11.9751,10.9597,8.8269,9.5587,10.8295,15.5322,8.9801,9.3396,9.1855,10.0116,Normal Tissue,Whole Blood,,
GTEX-11NSD-0526-SM-5A5LT,GTEX,11.9747,10.6929,10.1849,8.0914,11.1082,10.5349,10.8369,9.6995,8.9687,10.155,Normal Tissue,Pancreas,,
GTEX-ZQUD-2126-SM-51MSY,GTEX,11.9746,10.8751,11.3002,12.3847,13.8418,13.1755,11.1472,9.8811,9.0798,9.991,Normal Tissue,Minor Salivary Gland,,
GTEX-X15G-2326-SM-4PQZS,GTEX,11.9745,12.66,11.4673,17.2428,17.1727,15.1433,10.9565,9.4107,9.5095,10.3964,Normal Tissue,Adipose - Subcutaneous,,
GTEX-XBED-1526-SM-4AT5W,GTEX,11.9744,13.9403,10.9875,13.6823,13.8019,11.9032,13.644,13.2654,10.5902,9.7863,Normal Tissue,Colon - Transverse,,
GTEX-VJYA-1826-SM-4KL1W,GTEX,11.9741,10.8122,10.8326,11.3821,12.5858,11.8033,10.0749,8.9713,9.2866,10.5732,Normal Tissue,Artery - Tibial,,
GTEX-PWN1-1826-SM-2S1PE,GTEX,11.9739,10.8385,10.7198,11.9878,12.166,12.6827,9.6215,8.9561,8.0043,9.5915,Normal Tissue,Artery - Tibial,,
GTEX-SIU7-1726-SM-2XCDZ,GTEX,11.9736,11.7654,10.5221,13.1693,14.727,14.4791,10.0768,9.6365,8.6957,9.2977,Normal Tissue,Skin - Sun Exposed (Lower Leg),,
GTEX-PLZ6-0426-SM-5IFK2,GTEX,11.9733,12.2549,11.4694,14.0007,14.5444,13.0727,11.556,10.8573,9.9174,10.2979,Normal Tissue,Lung,,
GTEX-132AR-0826-SM-5EGK6,GTEX,11.9733,11.6314,11.3754,16.8622,15.7062,15.686,9.7242,9.3561,8.6177,10.2728,Normal Tissue,Breast - Mammary Tissue,,
GTEX-13S7M-0011-R10b-SM-5PNZB,GTEX,11.9726,10.4945,12.3541,15.0395,13.5305,10.5332,12.3933,11.6575,9.8562,10.638,Normal Tissue,Brain - Frontal Cortex (Ba9),,
GTEX-WFG7-1526-SM-4LVMG,GTEX,11.9724,13.5326,11.1201,13.3909,13.0863,11.7848,12.7854,12.6552,10.138,9.7884,Normal Tissue,Colon - Transverse,,
GTEX-144GL-0226-SM-5QGOX,GTEX,11.9723,11.3875,10.4349,13.6494,13.4853,12.2257,10.4137,9.293,8.8718,9.9472,Normal Tissue,Adipose - Subcutaneous,,
GTEX-XLM4-0011-R6A-SM-4AT4B,GTEX,11.9723,9.7984,12.3643,13.4765,13.384,10.9297,11.8996,12.2239,9.1605,11.2029,Normal Tissue,Brain - Nucleus Accumbens (Basal Ganglia),,
GTEX-13G51-0426-SM-5K7Z5,GTEX,11.9722,11.1513,10.4197,11.7785,11.875,12.5473,11.124,9.9856,8.0294,9.8128,Normal Tissue,Lung,,
GTEX-Y5LM-0626-SM-4V6G4,GTEX,11.9719,10.8983,10.3413,12.4867,13.781,12.8053,10.4027,10.5056,10.1735,9.7602,Normal Tissue,Thyroid,,
GTEX-11P7K-0426-SM-5BC5H,GTEX,11.9719,10.307,10.2169,11.1398,10.8592,13.7151,10.4798,10.7272,8.7966,9.7741,Normal Tissue,Spleen,,
GTEX-11EQ8-0926-SM-5H12V,GTEX,11.9717,12.1799,11.3918,10.8391,14.1844,13.5779,14.6234,14.1904,11.2634,10.5254,Normal Tissue,Skin - Not Sun Exposed (Suprapubic),,
GTEX-O5YT-0726-SM-3MJHA,GTEX,11.9716,10.8571,11.8505,9.9179,12.2006,12.1102,9.7554,9.781,8.8034,10.2757,Normal Tissue,Esophagus - Muscularis,,
GTEX-ZTTD-0626-SM-4YCCY,GTEX,11.9701,11.558,10.3205,10.9914,11.0594,13.0765,10.14,8.9001,7.794,10.2226,Normal Tissue,Heart - Atrial Appendage,,
GTEX-13FH7-2326-SM-5KM1E,GTEX,11.9699,10.2962,10.1004,9.7657,11.557,12.5807,9.9965,9.3771,8.5314,9.5857,Normal Tissue,Artery - Tibial,,
GTEX-WHWD-0126-SM-4OORS,GTEX,11.9698,10.3236,10.2056,9.778,11.5181,13.2446,9.7106,10.1734,8.6962,10.4654,Normal Tissue,Spleen,,
GTEX-ZYW4-1026-SM-5SI8W,GTEX,11.9697,10.9025,10.5057,11.2434,13.3116,12.8899,10.1405,9.1064,7.9648,9.0698,Normal Tissue,Heart - Atrial Appendage,,
GTEX-146FR-0326-SM-5SI8U,GTEX,11.9695,10.1739,11.128,7.1975,12.6749,11.6826,10.8117,10.5845,10.2197,10.4997,Normal Tissue,Thyroid,,
GTEX-RM2N-0826-SM-48FD3,GTEX,11.9694,12.1988,10.3767,10.8223,14.2179,12.1432,11.7927,11.058,9.1999,10.0428,Normal Tissue,Stomach,,
GTEX-WXYG-1226-SM-4ONCJ,GTEX,11.9692,11.8084,12.2104,14.317,14.5793,12.6794,14.26,12.7305,11.2011,10.9663,Normal Tissue,Esophagus - Mucosa,,
GTEX-QXCU-0006-SM-2TC5K,GTEX,11.9692,10.0188,9.0727,8.7166,10.9178,17.5975,10.1192,10.5341,7.8328,8.2631,Normal Tissue,Whole Blood,,
GTEX-XXEK-0626-SM-4BRWE,GTEX,11.9684,11.8114,10.8973,13.1675,13.3035,13.502,11.9993,10.9078,9.4543,9.6797,Normal Tissue,Lung,,
GTEX-139TT-2126-SM-5LZWC,GTEX,11.9682,11.1741,11.0952,11.4048,14.3589,13.504,12.234,12.2447,10.7937,11.2833,Normal Tissue,Skin - Not Sun Exposed (Suprapubic),,
GTEX-11EQ9-2326-SM-5HL5H,GTEX,11.9681,11.2319,10.9729,13.2519,13.1428,12.8394,10.1284,10.0387,9.403,10.2279,Normal Tissue,Nerve - Tibial,,
GTEX-Q2AH-0005-SM-5SI7G,GTEX,11.9673,12.2682,8.3214,8.3353,9.9493,17.5428,8.0446,9.7868,8.2932,9.598,Normal Tissue,Whole Blood,,
GTEX-REY6-0926-SM-48FDA,GTEX,11.9672,11.4442,10.4418,12.2072,13.9064,12.7361,9.7868,9.0849,8.6264,9.6638,Normal Tissue,Artery - Coronary,,
GTEX-PX3G-0926-SM-48U12,GTEX,11.9672,10.3394,9.9068,10.1264,11.7208,11.6372,10.4225,10.2879,9.5142,10.9976,Normal Tissue,Spleen,,
GTEX-11EMC-0926-SM-59863,GTEX,11.9671,11.3303,10.2212,9.1976,11.1857,11.974,10.5667,9.1363,8.8011,10.0378,Normal Tissue,Artery - Aorta,,
GTEX-13OVJ-0011-R9b-SM-5L3GD,GTEX,11.9671,10.448,11.5117,15.6697,12.6972,12.2647,11.6834,10.4448,10.3357,10.8068,Normal Tissue,Brain - Spinal Cord (Cervical C-1),,
GTEX-14E1K-0926-SM-5S2U4,GTEX,11.9669,12.5967,11.6235,15.0207,17.0483,15.5513,11.266,9.6431,8.7228,9.9371,Normal Tissue,Artery - Coronary,,
GTEX-ZF2S-1526-SM-5S2OO,GTEX,11.9667,13.3591,11.9555,16.4502,17.9433,16.0098,10.4639,8.937,9.0407,10.0471,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-S341-0526-SM-4AD5U,GTEX,11.9667,12.2502,12.0814,14.6444,14.656,12.5061,14.6203,13.1214,11.7464,11.2302,Normal Tissue,Esophagus - Mucosa,,
GTEX-Y111-2426-SM-4TT23,GTEX,11.9667,11.1777,12.235,12.5771,12.151,12.6318,10.9886,11.3925,11.7102,10.2247,Normal Tissue,Testis,,
GTEX-PLZ5-1126-SM-3P613,GTEX,11.9664,13.6954,11.0083,10.7424,13.1825,11.3988,12.5868,13.0317,10.6718,10.006,Normal Tissue,Colon - Transverse,,
GTEX-ZLV1-2026-SM-5EQMB,GTEX,11.9663,11.1615,10.7557,12.8873,13.0982,12.9638,10.0723,9.9502,9.2789,10.4166,Normal Tissue,Nerve - Tibial,,
GTEX-QCQG-1426-SM-48U22,GTEX,11.9663,10.6202,11.5974,13.6788,13.247,10.6929,12.6792,11.9513,10.5647,10.6751,Normal Tissue,Ovary,,
GTEX-YF7O-2426-SM-5IFJL,GTEX,11.9661,12.2581,10.9631,14.5222,17.0976,15.8025,9.7913,9.0271,8.5916,10.1712,Normal Tissue,Adipose - Subcutaneous,,
GTEX-QMRM-0826-SM-3NB33,GTEX,11.966,11.8156,11.3496,13.0928,13.8229,12.6954,11.6975,11.0601,9.7751,9.8553,Normal Tissue,Lung,,
GTEX-145LS-2726-SM-5Q5D8,GTEX,11.966,10.4855,11.1549,10.8307,11.2421,11.0449,10.5405,9.6122,8.8505,10.5263,Normal Tissue,Colon - Transverse,,
GTEX-ZLV1-1926-SM-5FQSF,GTEX,11.9659,10.7602,10.933,7.6705,11.8045,11.7038,9.9362,9.2677,8.4712,10.0664,Normal Tissue,Artery - Tibial,,
GTEX-131XG-1326-SM-5DUX4,GTEX,11.9657,12.0086,11.9511,14.067,12.6873,11.5537,11.3864,11.6881,9.771,10.5367,Normal Tissue,Adrenal Gland,,
GTEX-1192W-0005-SM-5NQBQ,GTEX,11.9651,10.7587,8.7531,10.1304,10.9431,15.5058,8.8676,9.3477,8.7531,9.9996,Normal Tissue,Whole Blood,,
GTEX-ZQUD-1426-SM-57WER,GTEX,11.965,11.6129,11.7229,13.8737,14.8533,13.7011,13.2084,12.4874,11.069,10.4742,Normal Tissue,Skin - Sun Exposed (Lower Leg),,
GTEX-P4QS-1026-SM-3NMCW,GTEX,11.9648,11.1006,10.3261,9.055,11.7128,11.569,10.8627,10.4558,9.3801,9.9474,Normal Tissue,Pancreas,,
GTEX-QXCU-0126-SM-2TC5Q,GTEX,11.9647,11.3247,10.9424,15.532,13.8496,12.4653,10.5005,10.0638,9.5087,10.3495,Normal Tissue,Nerve - Tibial,,
GTEX-ZQG8-1326-SM-51MQW,GTEX,11.9647,11.0845,10.9314,14.3479,13.7711,13.3617,10.2809,10.1238,9.0915,10.2498,Normal Tissue,Nerve - Tibial,,
GTEX-13X6I-1026-SM-5LU4C,GTEX,11.9645,11.2354,11.4795,12.2221,12.9743,11.8808,11.9875,11.2863,10.5451,10.4541,Normal Tissue,Esophagus - Mucosa,,
GTEX-TKQ2-1526-SM-4DXUN,GTEX,11.9643,10.7542,11.9914,12.8581,12.149,12.7114,10.8415,11.0075,11.5471,10.2458,Normal Tissue,Testis,,
GTEX-P4QR-0226-SM-3NMCH,GTEX,11.9642,11.5383,11.7991,13.8865,12.8876,12.2474,11.8024,11.6239,10.5826,10.3402,Normal Tissue,Testis,,
GTEX-139YR-1026-SM-5LZYN,GTEX,11.9642,11.4813,11.2906,11.5303,13.7419,13.0566,11.7837,12.2328,10.5914,10.931,Normal Tissue,Skin - Not Sun Exposed (Suprapubic),,
GTEX-ZF2S-0126-SM-4WKFO,GTEX,11.964,11.6992,12.4581,15.2467,13.2409,11.5264,12.389,13.2813,10.721,10.7351,Normal Tissue,Adrenal Gland,,
GTEX-ZPCL-1226-SM-4WWFF,GTEX,11.9639,11.164,12.3006,9.7636,12.3067,11.6429,10.1531,9.6556,8.9417,10.512,Normal Tissue,Esophagus - Muscularis,,
GTEX-ZDTS-1826-SM-5S2N6,GTEX,11.9634,12.1533,11.7986,16.9333,16.0033,14.5922,10.6559,9.3431,8.8084,9.6986,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-OXRN-1426-SM-3LK5U,GTEX,11.9634,10.9091,10.9306,12.836,12.6865,12.2445,11.4198,10.205,9.1957,10.3506,Normal Tissue,Nerve - Tibial,,
GTEX-XGQ4-1826-SM-4AT6F,GTEX,11.9634,10.83,12.1798,10.5535,14.2048,11.6721,10.2055,9.5605,9.3575,9.8466,Normal Tissue,Prostate,,
GTEX-T5JW-0326-SM-4DM6J,GTEX,11.963,10.6133,11.3122,9.9677,12.2321,11.8312,10.5979,9.8816,8.6056,10.4196,Normal Tissue,Fallopian Tube,,
GTEX-XGQ4-0426-SM-4AT4I,GTEX,11.963,10.2241,10.5735,11.0238,13.2812,12.0457,10.7489,10.9297,10.1959,10.1137,Normal Tissue,Thyroid,,
GTEX-145MN-1526-SM-5SI9T,GTEX,11.9629,12.3963,11.7467,11.8718,16.1465,14.5817,13.7115,12.5146,11.5205,11.9245,Normal Tissue,Skin - Not Sun Exposed (Suprapubic),,
GTEX-ZTPG-2026-SM-5O999,GTEX,11.9625,10.5841,10.9294,7.9846,11.8179,11.7471,10.176,9.7929,8.0853,9.1996,Normal Tissue,Uterus,,
GTEX-ZTX8-1826-SM-5N9E5,GTEX,11.9623,10.7849,10.7423,7.1085,12.151,12.0551,9.6177,9.17,8.7379,9.9952,Normal Tissue,Artery - Tibial,,
GTEX-13O3Q-0011-R5b-SM-5P9H4,GTEX,11.9623,10.6479,12.1773,13.6349,13.4278,10.5842,10.972,10.8267,9.5083,11.2446,Normal Tissue,Brain - Caudate (Basal Ganglia),,
GTEX-147JS-1226-SM-5RQK4,GTEX,11.9621,11.2312,10.7072,11.787,12.0624,13.9322,9.7404,9.6902,8.4542,9.4006,Normal Tissue,Lung,,
GTEX-OHPM-1826-SM-2YUNF,GTEX,11.9611,11.1523,11.2074,9.1741,12.1043,11.6054,9.3428,8.6642,8.4037,9.4854,Normal Tissue,Artery - Tibial,,
GTEX-ZPCL-0326-SM-5FQSG,GTEX,11.961,11.444,10.4695,13.3304,13.7786,13.5655,9.961,9.3467,8.4879,10.434,Normal Tissue,Artery - Coronary,,
GTEX-PLZ4-0006-SM-5SI8L,GTEX,11.961,11.2622,8.7331,10.4773,10.5675,17.807,9.1095,10.6587,8.3919,9.7513,Normal Tissue,Whole Blood,,
GTEX-XQ3S-0926-SM-4BOPI,GTEX,11.9607,12.2141,11.8317,14.1009,14.5573,12.3954,11.6934,10.9469,9.8992,10.0817,Normal Tissue,Lung,,
GTEX-ZV68-0226-SM-59HJF,GTEX,11.9601,11.9219,10.378,15.136,14.7342,13.5814,10.3345,9.079,8.7239,9.8843,Normal Tissue,Adipose - Subcutaneous,,
GTEX-13O61-0005-SM-5O9AU,GTEX,11.9596,11.3148,8.4386,7.1988,9.4365,17.658,8.8799,11.0476,7.6847,9.4365,Normal Tissue,Whole Blood,,
GTEX-ZT9X-0926-SM-5O9C4,GTEX,11.9592,10.9285,10.1534,14.2323,13.2238,12.9884,9.8062,9.6683,8.3345,9.5756,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-XXEK-1026-SM-4BRUW,GTEX,11.9591,12.5849,10.1596,13.0071,13.0591,11.7328,10.8464,10.2818,8.7906,9.9545,Normal Tissue,Small Intestine - Terminal Ileum,,
GTEX-WXYG-0226-SM-3NB2Y,GTEX,11.959,10.5219,10.6975,9.2514,13.4253,12.0097,10.7774,11.1692,10.2362,10.3309,Normal Tissue,Thyroid,,
GTEX-W5WG-1726-SM-4LMI5,GTEX,11.9586,12.0185,10.8492,11.0982,15.4428,12.5178,12.0721,10.8355,9.3353,10.1942,Normal Tissue,Stomach,,
GTEX-12WSM-1326-SM-5GCP9,GTEX,11.9585,10.8438,11.5303,11.8516,11.685,12.1794,11.4181,11.0237,10.5829,9.6341,Normal Tissue,Testis,,
GTEX-S32W-0426-SM-4AD6H,GTEX,11.9583,11.4076,10.6171,8.9061,11.2896,11.8037,9.8721,9.3752,8.4978,9.9574,Normal Tissue,Artery - Aorta,,
GTEX-14753-2526-SM-5LU97,GTEX,11.9583,10.6027,10.1719,9.4637,12.2227,13.0128,9.4774,8.1152,7.6408,9.5437,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-X4EO-1026-SM-4QARP,GTEX,11.958,11.3953,10.0565,11.456,11.9767,12.1258,12.1638,10.2242,9.2745,9.9371,Normal Tissue,Artery - Aorta,,
GTEX-ZTSS-2026-SM-5987K,GTEX,11.9579,12.291,10.822,13.1699,16.3915,15.1447,10.5777,9.758,8.8743,9.6083,Normal Tissue,Adipose - Subcutaneous,,
GTEX-TKQ2-0426-SM-4DXUO,GTEX,11.9571,10.7121,10.4311,10.5904,12.3126,11.0756,12.4388,10.9492,9.5674,9.9561,Normal Tissue,Pancreas,,
GTEX-139UC-0011-R5b-SM-5K7VY,GTEX,11.9567,10.0014,11.5205,14.7429,12.424,10.8616,11.109,10.7923,9.0824,11.2245,Normal Tissue,Brain - Caudate (Basal Ganglia),,
